age,annual_income,credit_score,years_customer,prior_claims,region,high_risk
53,66503.43,637,8,0,0,0
40,70441.57,580,0,0,1,0
25,34405.46,631,8,1,1,1
46,31033.44,634,11,1,1,0
34,29256.74,654,12,0,1,0
62,43324.17,585,7,1,2,0
39,69536.17,758,15,1,0,0
18,36611.55,717,9,1,2,0
44,66434.1,564,12,1,1,0
63,15003.51,682,4,0,1,0
58,40425.51,554,15,1,0,0
61,87866.04,787,7,0,0,0
27,45004.35,809,15,0,2,0
50,32384.27,675,14,0,1,0
31,35297.89,611,9,0,1,0
42,10785.83,626,10,0,0,0
24,29557.68,643,7,0,0,0
32,83168.23,671,3,0,0,0
31,36632.78,789,10,0,0,0
50,38860.28,756,10,1,2,0
49,15276.85,757,0,0,0,0
43,21689.45,693,7,1,0,0
23,88878.41,587,12,0,1,0
36,66745.83,618,15,1,1,0
31,25623.89,684,11,0,1,0
50,35764.6,583,0,0,0,0
54,48310.96,704,2,0,0,0
52,26955.32,744,6,0,1,0
30,17996.42,723,14,1,1,0
18,45269.77,720,4,0,2,0
18,65271.08,530,13,3,1,1
57,65902.3,786,4,1,1,0
35,75933.91,554,10,0,2,0
30,22543.94,667,3,0,0,0
59,50460.74,729,7,0,0,0
55,42863.43,708,2,0,0,0
40,46928.93,577,15,0,2,1
36,44095.33,592,4,1,0,1
38,35234.32,702,0,1,1,1
42,10841.15,720,0,0,0,0
59,87633.14,591,7,1,1,0
45,57814.51,711,5,0,0,0
48,23338.39,558,11,2,0,1
54,62104.01,729,6,1,0,0
25,39196.69,609,13,1,0,0
49,39755.91,686,6,0,0,0
36,33382.69,673,13,0,0,0
18,64117.03,772,3,0,0,0
18,32862.52,699,0,1,0,0
27,28327.34,632,3,0,2,0
46,86324.82,708,2,0,0,0
41,44826.7,850,1,0,0,0
42,45535.92,739,10,2,0,0
63,69302.21,675,6,3,0,0
24,35108.78,613,8,1,1,1
39,38790.22,630,10,2,2,0
43,57117.03,734,0,0,0,0
31,22681.64,609,10,0,1,0
40,54750.92,680,1,0,1,0
20,33595.39,795,5,2,1,0
56,75187.2,692,0,0,2,1
31,64429.81,593,11,1,0,0
64,60311.26,850,0,0,0,0
39,21949.96,820,1,1,0,0
52,46550.93,720,2,1,1,0
39,27210.73,782,7,1,0,0
39,48125.53,658,7,0,2,0
32,15403.66,737,12,0,0,0
41,22687.83,646,7,0,2,0
43,88833.3,571,12,0,0,0
30,58954.82,850,9,1,1,1
38,41072.42,567,3,2,0,1
32,31120.7,703,4,0,1,0
67,28506.09,702,15,0,1,0
38,54180.58,721,14,1,0,0
58,41282.08,672,12,0,2,0
37,106225.94,673,12,1,1,0
43,44695.05,691,10,0,0,0
24,50481.4,718,9,0,1,0
34,24483.34,679,8,0,0,1
42,40931.3,674,16,2,1,0
59,53556.67,574,5,1,0,1
42,40684.69,841,9,0,1,0
56,38452.76,722,0,1,1,0
47,57725.53,696,0,1,2,0
59,104549.05,630,17,0,0,0
39,52706.01,599,11,0,0,0
68,86863.49,748,6,1,0,1
34,66889.76,667,8,1,1,0
30,84303.33,729,1,0,0,0
25,36139.44,571,5,1,2,0
67,44202.48,803,0,0,2,0
49,44294.39,752,6,0,2,0
35,64417.37,673,11,0,0,1
54,72853.54,717,10,1,0,0
48,52183.84,739,15,0,0,0
63,75989.72,573,9,1,2,0
21,36987.46,814,0,1,1,0
36,76319.88,718,17,4,0,0
34,81463.04,623,3,1,0,1
18,68785.49,592,8,1,2,1
52,52422.17,758,8,2,0,0
36,70028.79,696,9,0,1,0
48,31350.88,718,8,0,1,0
68,54132.02,682,8,0,0,0
35,56968.58,599,1,1,0,1
34,25216.21,720,20,0,2,0
41,62149.13,664,11,0,0,0
51,26254.45,678,8,1,1,0
33,39578.48,850,17,0,2,0
32,50005.11,749,2,0,0,0
52,34017.55,754,12,0,0,0
44,51086.57,850,5,2,1,0
18,50679.59,710,10,2,0,0
25,32529.71,689,10,0,0,0
58,65120.01,625,0,0,0,0
44,33453.84,643,0,0,2,1
30,153889.05,516,15,0,1,0
37,46409.55,743,6,1,0,0
40,27292.11,578,18,1,0,1
48,29966.31,752,14,0,2,0
23,87011.04,676,6,1,1,0
29,39951.61,690,6,1,0,0
43,24788.08,676,16,0,1,0
38,75121.07,790,18,0,0,0
46,39823.52,776,6,0,0,0
25,67962.39,677,15,0,2,0
44,78259.3,608,13,1,1,0
53,56231.47,753,14,2,0,0
45,162422.09,602,8,0,0,0
41,20694.61,555,4,1,0,0
38,32566.03,719,2,0,2,0
29,43132.2,777,1,0,0,0
39,151840.63,647,17,0,1,0
55,120451.35,712,8,1,1,0
38,93371.87,646,2,0,1,0
29,32956.31,737,13,1,1,0
34,34934.94,767,5,0,1,0
42,32393.72,658,4,0,0,0
35,33133.05,597,18,0,0,1
45,103399.18,563,1,0,2,0
46,43395.73,754,9,0,0,0
50,46362.72,589,5,1,0,0
57,72199.86,709,4,1,0,1
51,21337.81,742,0,0,0,0
28,50328.3,639,8,2,0,1
29,28326.81,666,3,0,0,0
39,42310.58,759,10,1,0,0
34,36562.91,615,7,0,1,0
26,35632.36,607,6,0,2,0
34,54873.78,661,3,0,1,0
34,54754.05,782,15,1,2,0
31,43918.45,808,11,0,0,0
36,59002.92,672,4,2,0,1
54,31751.42,623,1,0,0,0
42,68926.29,765,0,0,1,0
69,44218.59,546,13,1,2,1
42,38490.56,699,12,0,0,0
36,32945.85,676,13,0,1,0
40,43447.18,783,7,1,1,0
43,124906.36,791,12,1,0,0
45,47493.26,604,13,1,0,1
64,27661.54,693,7,0,0,0
29,77606.74,634,6,2,0,1
50,38717.07,656,3,0,1,0
42,56493.42,729,10,0,0,1
21,36212.87,653,10,1,2,1
49,93002.97,695,5,0,1,0
55,36483.67,756,6,0,0,0
29,98610.1,801,6,1,0,0
39,29009.24,703,11,3,1,0
19,42342.51,689,1,0,1,0
24,98715.56,591,2,1,1,0
52,53321.08,806,2,1,0,0
34,152624.05,719,7,2,2,0
26,42848.67,690,9,1,0,0
42,55743.8,686,2,0,1,0
33,127080.32,708,12,0,0,0
34,22995.15,741,15,1,1,0
48,21614.61,751,10,0,0,0
26,32933.51,808,13,0,0,0
29,73621.06,699,3,3,0,0
41,21918.24,820,3,1,2,0
51,66073.6,764,10,2,0,0
54,63790.1,675,7,0,0,0
32,134214.58,546,3,0,0,0
51,82680.78,686,15,0,0,0
30,58807.53,804,9,0,2,0
61,96719.13,617,11,0,0,0
26,64180.32,686,4,0,2,0
55,38947.31,693,16,0,0,1
32,27658.74,755,7,1,0,0
64,36876.04,648,13,1,1,0
47,48048.35,610,5,2,0,0
27,53503.87,725,8,3,1,0
33,16854.99,620,10,0,0,0
49,43924.16,533,17,0,0,0
52,49726.38,827,5,1,0,0
39,64457.97,754,9,0,0,0
40,110569.6,830,10,0,1,0
49,53789.13,749,0,0,0,0
41,31107.95,734,0,1,0,0
24,19751.02,709,3,0,0,0
30,69113.51,665,12,1,0,0
42,31743.91,720,16,1,0,1
54,75615.65,635,3,0,0,1
59,98588.52,594,1,1,0,0
49,22651.08,653,15,0,1,0
43,64663.12,783,5,2,1,0
48,93555.6,581,6,1,2,0
31,81594.71,582,15,1,1,1
38,17185.31,727,14,0,0,0
30,31989.85,646,12,1,0,0
25,25845.96,718,0,0,1,0
44,63687.04,759,1,0,0,0
42,60274.43,716,13,2,1,0
48,12721.57,629,9,0,0,0
46,42175.05,782,4,0,1,0
42,73156.77,739,6,1,1,0
46,52785.3,682,13,3,0,1
39,52740.21,678,15,0,0,0
44,40843.51,709,7,0,0,0
31,28869.17,655,4,1,0,0
44,48604.53,549,6,1,0,1
48,50314.41,740,14,3,0,0
31,66677.79,735,14,1,0,0
40,69442.2,495,8,1,1,1
32,51171.13,720,5,1,1,0
33,84749.42,820,13,1,2,0
26,40641.2,589,16,1,2,0
55,23813.02,674,0,0,1,0
52,62225.92,665,6,2,1,0
46,52218.38,812,13,1,0,0
63,62847.46,769,8,1,1,0
37,26050.03,609,5,1,1,0
76,120018.12,707,8,1,1,0
37,69930.08,850,9,1,0,0
43,42446.58,630,2,0,1,0
35,30707.84,679,8,4,1,1
44,84000.39,721,9,1,0,0
50,28257.53,631,5,0,1,0
38,151855.15,821,4,0,0,0
61,36076.52,642,5,0,1,0
42,115873.3,568,3,0,1,0
43,44701.53,638,12,0,1,0
29,108052.59,732,3,2,1,0
45,33947.34,616,8,0,0,0
38,49484.67,704,6,0,1,0
32,73304.31,725,4,1,2,0
30,68257.23,583,14,1,0,1
72,84997.82,634,7,1,1,1
36,38417.33,707,4,0,0,0
22,51144.19,736,4,1,0,0
31,91509.15,636,9,0,0,0
39,34453.72,692,12,1,1,1
46,65268.87,657,14,1,0,1
46,43932.95,738,7,2,1,0
48,54335.72,721,6,0,0,0
32,51137.59,650,8,0,0,0
44,33052.7,718,8,1,2,0
29,43030.02,646,4,1,0,0
32,52705.03,716,15,2,0,0
28,46566.56,717,8,0,0,1
25,107620.67,850,10,1,0,0
52,81224.95,653,10,0,1,0
48,56669.43,668,10,0,0,0
51,33470.74,628,2,3,1,0
40,32467.29,597,7,1,0,1
49,131518.86,643,19,0,1,0
18,29586.02,733,15,1,0,1
50,51892.51,738,8,0,0,0
42,58716.4,703,6,1,1,0
47,41954.38,656,0,0,0,0
44,29699.88,640,5,2,0,0
28,33108.71,606,7,1,1,0
22,37299.96,635,6,0,2,0
31,34380.8,576,6,0,0,1
46,95211.9,788,11,0,1,0
48,48797.63,826,2,1,1,0
23,37725.8,525,9,0,2,0
28,51713.75,703,7,0,1,0
31,68458.15,701,3,1,0,0
35,41261.71,696,16,0,2,0
23,76956.12,632,11,1,0,0
22,25962.97,761,4,1,0,0
30,88049.27,712,10,0,0,0
41,48801.87,762,1,0,0,0
25,47858.01,620,4,2,0,0
38,34665.24,569,14,2,0,1
52,26531.15,714,9,0,1,0
24,21304.3,602,9,0,1,0
37,33476.92,764,12,0,0,0
52,65764.58,509,11,2,1,1
34,30313.87,642,6,2,2,0
33,22601.6,630,12,2,0,0
53,31115.69,653,0,1,0,1
36,40440.35,700,4,1,2,0
53,41243.52,711,7,0,1,0
45,45961.23,731,10,0,0,0
35,82150.09,740,6,0,0,0
45,91548.78,666,0,0,2,0
43,133616.8,848,0,0,1,0
52,21753.86,790,7,0,2,0
33,31954.17,655,5,1,1,0
40,69511.16,669,3,0,0,0
39,39065.09,653,2,0,2,0
48,75387.23,709,8,0,0,0
27,54369.4,602,14,0,1,1
52,107969.29,616,8,1,0,1
45,82566.4,506,14,0,2,1
24,83325.37,648,6,0,1,1
54,39897.31,765,10,3,0,0
66,46689.27,667,14,0,1,0
52,42081.91,672,7,0,2,0
57,23087.67,702,8,0,2,0
41,102322.48,599,6,1,0,0
20,71160.53,682,10,4,0,1
18,41253.3,751,12,2,0,1
43,94117.22,704,9,0,0,0
32,35768.26,758,6,0,2,0
29,19553.95,781,0,0,1,0
39,81120.0,733,7,1,1,0
47,25866.91,622,7,0,1,0
22,44449.65,652,9,1,0,0
34,54342.48,834,8,0,0,0
58,59440.59,705,15,2,2,0
27,74921.83,694,4,1,0,0
50,65540.64,611,0,2,1,1
34,64533.92,672,2,1,0,1
46,33011.92,737,4,1,0,0
53,56790.35,681,13,0,0,0
48,23091.62,638,1,2,0,0
50,107051.88,657,2,1,1,0
26,24311.81,775,10,1,2,0
53,41224.17,733,12,0,0,0
29,25350.73,722,0,0,2,0
43,34027.25,715,0,1,0,0
43,49351.04,585,4,0,1,0
45,37632.41,701,11,1,1,0
44,86866.1,765,8,1,0,0
29,54909.99,659,4,2,0,0
23,38892.05,758,11,0,0,0
50,45853.6,723,8,3,0,0
42,90205.91,746,7,1,2,0
53,77221.67,684,0,1,0,0
39,27739.55,750,4,0,0,0
23,34880.18,562,17,1,1,1
51,62155.52,682,6,1,0,0
35,58494.22,737,3,1,0,0
44,28992.99,703,6,0,0,0
32,71293.7,767,8,1,2,0
59,31399.99,667,12,0,2,1
29,94081.19,636,11,1,2,0
35,63877.63,548,4,0,0,0
41,27834.67,658,14,1,0,0
26,37626.42,721,12,4,1,0
43,37300.79,740,5,0,1,0
59,53100.33,568,7,2,0,1
34,44267.74,774,11,2,1,0
44,27646.53,602,13,0,0,0
18,24412.98,670,0,0,0,0
39,64505.88,634,8,2,0,0
36,56563.46,713,7,0,2,0
30,51677.04,687,5,0,2,0
52,56126.64,734,5,0,0,0
36,35973.59,827,13,0,0,0
37,53744.48,711,10,1,0,0
35,174425.46,633,18,2,0,1
18,88193.06,716,5,0,0,0
26,42437.84,835,8,0,0,0
51,37733.9,732,9,0,2,0
18,11728.54,755,12,0,1,0
30,83645.85,552,14,0,2,1
35,72642.3,710,8,0,1,0
60,37349.92,658,2,1,1,0
49,23960.12,625,4,1,1,1
33,27511.69,678,8,0,1,0
55,61218.15,688,13,0,0,0
31,46879.21,630,0,0,0,0
52,69272.0,695,2,0,1,0
23,51186.01,666,11,1,1,0
52,79489.44,736,1,0,0,0
35,58970.2,698,2,0,1,0
27,74190.97,710,13,0,2,0
37,17242.94,758,6,1,0,0
43,26445.13,724,6,1,0,0
34,40856.62,679,14,0,2,0
46,84101.9,513,2,0,0,1
33,125525.58,721,1,1,0,0
47,45156.17,607,16,2,1,0
45,36105.84,673,9,3,2,1
39,18444.39,709,11,0,0,0
34,75491.99,786,6,1,0,0
41,37231.29,827,7,0,0,0
46,215166.48,606,4,1,1,0
64,33870.44,574,9,0,1,1
51,140454.31,706,12,0,2,0
51,71266.65,699,8,0,1,0
77,29315.39,583,13,1,0,0
46,55054.12,678,11,0,1,0
45,72091.42,727,2,1,1,0
48,43799.33,581,7,0,0,0
27,74532.56,600,5,0,1,0
34,73716.25,628,11,0,0,0
33,66050.13,663,10,0,1,0
47,48618.69,735,8,1,1,0
37,27242.4,653,13,0,0,0
41,47174.43,684,0,1,1,0
53,53531.86,850,4,0,0,0
50,19186.74,603,5,1,0,1
38,53349.38,627,9,0,0,0
31,46704.67,734,10,0,2,0
53,25634.31,759,7,2,0,0
49,41502.0,713,1,1,1,0
20,41943.42,824,10,0,0,0
36,128675.28,705,8,1,0,0
41,54724.08,521,0,0,0,1
49,82291.46,687,6,0,0,0
50,46216.51,634,9,2,1,0
43,19207.22,790,16,3,0,0
47,68608.45,757,2,1,1,0
40,35274.18,552,11,0,1,0
31,41448.21,788,2,0,0,0
36,28955.47,755,1,2,0,0
40,50837.21,654,1,1,0,0
39,83498.94,673,11,0,1,0
18,78148.73,791,8,0,1,0
35,108347.05,522,6,0,1,0
40,116305.98,715,10,0,0,0
36,17624.81,767,8,0,1,0
37,26989.14,672,8,0,1,0
45,19848.91,731,6,1,0,0
27,67236.07,688,2,0,0,0
20,34664.07,617,16,1,0,1
35,38384.53,615,15,1,1,1
49,43989.28,736,15,1,1,0
60,59354.63,629,5,1,1,0
49,23326.36,558,4,1,1,1
22,26122.92,689,5,1,2,1
37,49052.58,638,13,0,0,0
43,89265.73,584,7,0,0,1
42,48402.24,685,5,1,0,0
46,32996.94,741,9,1,1,0
28,16745.68,681,4,0,0,1
40,78931.67,594,1,1,2,1
45,33929.3,718,8,0,0,1
49,27619.62,762,5,1,1,1
30,20792.29,850,7,1,1,0
35,23871.72,795,0,1,0,0
18,30314.85,599,3,1,1,0
32,43502.58,748,7,0,1,0
33,26785.85,700,0,0,0,1
27,53790.6,587,0,0,0,0
41,43337.61,702,8,1,2,0
39,148894.93,833,11,0,2,0
18,20905.73,775,3,0,0,0
42,53142.9,598,6,1,0,1
28,53476.76,681,6,2,0,1
45,29281.8,719,0,2,0,0
24,51411.96,541,13,1,1,1
40,72027.06,544,7,2,1,1
36,51443.83,692,7,1,1,1
43,97951.86,693,9,0,2,0
41,16500.67,532,0,0,0,1
36,32173.01,711,12,1,0,0
21,102490.77,766,13,1,0,0
22,77343.6,662,8,0,1,1
32,64231.94,684,10,0,1,0
39,90817.54,725,6,1,2,0
32,18802.05,715,12,0,0,0
47,72970.12,546,3,2,2,1
36,83465.2,607,7,1,1,1
28,35265.13,648,8,1,0,0
36,182520.64,611,7,0,1,0
42,54077.55,797,13,1,0,0
43,16376.71,730,18,1,1,0
62,59316.1,591,7,0,1,1
31,34203.05,662,10,1,1,0
39,87771.98,770,3,0,1,0
45,64471.08,628,13,0,2,1
39,36353.25,748,5,0,1,0
33,103904.34,790,23,1,0,0
21,78411.48,777,0,1,2,0
33,32404.09,694,18,0,0,1
27,45432.25,780,12,0,0,0
19,63478.62,638,2,0,1,0
30,40858.43,850,19,0,0,0
27,41473.1,699,3,0,0,0
47,49929.26,771,6,0,2,0
47,28770.35,651,1,2,0,0
29,16052.46,719,7,0,1,0
36,55246.9,723,7,1,0,0
18,18134.11,605,12,0,0,0
34,29836.29,603,20,1,1,0
44,20215.58,663,5,0,2,0
49,21499.35,768,0,0,1,0
31,60668.36,533,11,0,0,1
52,43863.86,650,5,1,0,0
21,43079.38,784,17,0,0,0
25,25388.44,581,7,0,1,0
48,35315.44,780,4,1,1,0
60,59173.41,589,2,0,0,1
45,47760.6,606,11,0,0,0
39,73964.24,668,6,0,1,0
18,79423.22,829,15,1,1,0
18,43212.72,628,6,0,1,0
41,19416.44,541,15,2,1,1
35,33579.72,567,1,0,1,0
26,46683.93,754,0,1,0,0
40,33248.22,571,12,0,1,0
41,28931.55,775,5,0,0,0
51,50760.62,685,6,1,0,0
41,165239.56,677,2,0,0,0
54,38403.58,703,2,2,1,0
40,48952.08,615,11,0,2,0
38,25437.56,691,7,1,0,0
52,91281.24,584,2,1,0,1
28,75915.15,787,11,1,2,0
73,73340.41,597,13,0,2,1
44,96751.19,715,7,0,0,0
44,39589.9,597,13,0,1,0
46,42141.62,637,2,1,0,0
62,115259.26,650,10,1,1,0
49,67262.9,850,8,0,1,0
20,16161.53,678,4,1,1,0
56,61538.02,614,18,1,0,1
35,36649.35,644,9,0,0,0
41,76809.68,559,5,2,0,0
24,60119.84,666,8,1,0,1
46,20531.77,828,3,0,2,0
32,56073.3,706,2,0,0,0
41,54465.02,752,5,0,0,0
36,58790.25,607,6,0,1,0
63,65366.45,663,3,1,0,1
63,103567.93,696,14,0,0,0
40,60291.38,621,4,0,0,1
40,49585.28,712,3,0,2,1
35,87027.88,729,2,1,2,1
53,150447.63,723,1,0,0,0
36,77461.43,667,13,1,0,0
34,54344.74,767,9,0,1,0
51,60855.97,659,11,0,1,0
33,55715.96,652,13,0,0,1
39,49476.8,795,6,0,0,0
21,144724.24,591,15,0,0,0
48,33707.42,543,4,0,0,0
63,87330.31,610,2,0,0,0
48,46031.05,710,9,0,0,0
57,23383.61,782,8,0,0,0
29,44615.7,627,8,3,0,1
42,37294.91,825,13,1,0,0
28,65433.44,682,8,0,0,0
37,51310.47,670,9,1,0,0
49,29406.96,612,14,0,1,0
41,102283.53,836,9,2,0,0
23,84547.35,667,10,0,1,0
24,108339.79,573,0,0,1,1
23,55186.98,850,26,0,2,0
45,48152.75,711,0,1,2,0
64,69687.78,743,5,0,0,0
56,36726.82,814,5,1,2,0
18,52314.55,729,18,2,2,0
57,44898.56,757,4,2,0,0
51,23611.35,684,10,0,0,1
21,52246.48,738,5,2,0,1
36,39321.1,677,2,2,2,0
53,43422.1,678,10,0,1,0
46,58799.73,689,4,3,0,1
24,92620.57,648,9,0,1,0
47,32068.03,720,11,0,2,0
18,41428.36,720,17,0,1,0
37,33438.35,745,1,0,0,0
53,32367.49,731,7,1,0,0
40,36414.25,840,7,0,1,0
34,44434.65,764,8,2,1,0
50,65705.36,663,20,0,1,0
51,57539.27,716,7,0,1,0
55,28899.27,793,0,1,0,0
50,93627.57,604,7,0,1,1
52,78606.22,841,7,0,0,0
48,31238.52,618,6,1,2,0
43,90405.05,752,4,1,0,0
41,57726.36,680,1,0,0,0
37,45332.18,675,18,0,0,0
25,58632.24,575,9,1,2,0
28,48393.2,752,7,0,2,0
36,64378.78,576,18,1,1,1
42,53833.85,564,3,0,0,0
57,41410.39,772,11,0,1,0
39,17802.37,823,1,0,1,0
52,63805.28,626,11,0,0,0
52,40667.01,760,2,0,0,0
37,72328.48,743,10,0,0,0
47,62369.87,672,17,1,0,0
37,41198.94,786,8,2,0,0
55,81755.97,666,0,0,0,0
47,54307.67,721,8,1,1,0
25,53200.41,579,10,0,1,0
41,45749.89,583,12,0,2,0
59,113752.22,773,15,0,0,0
37,34315.99,724,15,0,0,0
45,41716.95,668,7,0,0,0
46,26405.63,832,4,0,1,0
27,70499.83,831,2,0,0,0
46,36641.09,715,5,1,2,0
23,38753.73,563,10,1,0,0
32,37855.5,671,1,0,1,0
52,50582.5,613,3,0,0,0
44,26228.98,687,10,0,0,0
36,15968.56,605,4,0,1,0
45,61626.79,584,9,0,0,0
39,17038.34,498,3,1,0,1
40,75137.04,693,9,0,1,0
47,106858.83,496,4,2,0,1
31,45156.44,654,0,1,1,0
40,93877.54,735,12,2,1,0
36,48429.86,622,4,0,2,0
20,109056.41,593,6,1,1,1
28,39022.4,674,4,1,0,0
58,15026.33,613,10,0,1,0
44,47100.75,694,9,0,1,0
24,115148.93,597,10,1,0,1
21,64054.15,671,5,0,1,0
38,37886.06,652,7,0,0,0
58,57783.04,679,10,1,1,1
37,79663.15,810,15,0,0,0
55,46966.59,695,9,0,0,0
44,182261.01,720,2,3,0,0
45,37846.4,630,9,0,0,1
23,80923.16,697,7,1,2,0
51,71751.83,658,0,2,1,1
35,34547.36,682,0,0,0,1
50,39647.37,731,7,1,0,0
30,81556.34,639,8,0,2,0
42,52701.22,648,6,2,1,0
44,58048.6,641,12,0,0,0
38,21633.89,639,3,0,1,0
44,68050.09,693,1,0,0,0
36,56593.44,650,3,0,0,0
32,47479.1,799,4,0,0,0
59,58714.73,850,7,1,1,0
52,39950.29,634,4,0,0,0
30,36462.83,703,0,1,0,0
46,43436.58,763,0,1,2,0
31,38866.91,658,8,0,0,0
25,145839.91,600,2,0,0,0
52,77337.59,819,0,0,0,0
19,30205.08,734,11,0,0,1
51,135692.69,705,15,3,1,0
36,39480.88,796,7,0,1,0
37,49748.11,741,9,2,0,1
44,76780.7,676,9,1,0,0
46,18306.39,601,0,2,1,1
30,43542.25,640,12,2,2,0
48,36802.94,776,14,0,0,0
41,54314.15,734,17,1,1,0
24,58984.2,665,5,0,2,0
37,47163.25,821,2,1,0,0
56,46081.94,667,14,0,1,0
60,83496.98,759,10,2,1,0
48,56996.38,697,12,1,0,0
25,50046.73,834,4,1,2,0
45,52782.52,740,9,1,1,0
50,122754.84,683,2,2,0,0
48,53441.19,665,7,0,1,1
49,37902.63,678,6,1,0,0
44,18873.24,621,19,1,0,0
39,23933.43,570,10,0,2,1
32,38812.09,704,0,0,1,0
18,46435.13,637,7,0,0,0
44,37130.32,637,9,0,2,0
42,58429.26,672,5,1,0,0
46,36891.85,684,2,0,0,0
23,31031.42,680,11,1,0,0
47,66590.81,819,3,0,2,0
64,97216.65,732,10,0,0,1
40,28181.36,848,2,0,0,0
39,55373.58,644,5,0,1,0
43,18910.97,742,12,2,1,0
64,23452.47,649,10,0,0,0
27,36520.06,635,8,1,2,0
42,86461.56,850,7,0,0,0
30,33211.35,618,8,2,0,1
33,32596.16,501,4,0,2,1
39,49913.34,623,0,1,0,1
56,49938.21,519,10,0,2,1
61,33104.82,603,15,2,1,1
45,132337.5,611,11,1,1,0
35,42929.66,682,9,2,0,1
69,51885.39,516,1,0,0,0
34,40099.14,775,12,2,0,0
33,61082.81,529,10,0,0,0
18,90896.68,669,11,0,1,0
56,112626.45,654,13,0,0,0
51,33485.48,746,15,0,0,0
69,84999.24,708,2,0,0,0
23,64527.09,774,1,0,0,0
57,79799.16,651,8,0,0,0
40,46819.75,642,3,1,1,0
49,44644.2,713,2,1,0,0
20,78265.12,762,14,0,0,0
57,79011.31,746,2,2,1,0
49,107243.83,705,7,1,1,0
39,54137.03,698,0,1,2,1
47,46469.09,677,8,0,1,0
30,14329.47,712,13,0,0,0
33,21902.8,842,14,0,0,0
34,40250.36,660,13,0,2,0
18,28267.57,650,7,2,1,1
50,73648.96,644,13,0,2,0
54,25463.2,711,10,1,0,0
31,38152.55,510,5,0,2,0
44,38909.23,669,9,0,2,0
36,89533.8,750,12,1,0,0
43,36166.21,637,1,0,0,0
32,61463.95,694,2,0,0,0
29,54060.18,848,7,1,0,0
52,77006.43,706,1,0,0,0
39,74989.81,500,1,0,0,0
64,48207.98,567,5,1,2,0
40,20991.08,659,12,0,0,1
28,43657.46,615,12,0,2,0
54,48534.11,688,9,0,0,0
47,56557.02,656,8,1,1,1
48,33901.77,773,18,0,0,0
54,86720.93,592,5,0,0,1
32,49355.76,663,9,0,1,0
38,30938.34,697,5,0,0,0
37,38983.2,707,1,1,0,0
24,128575.47,691,13,0,0,0
36,68335.79,487,6,0,1,0
56,82803.72,686,11,3,1,0
42,29120.76,667,6,1,0,0
23,34737.85,749,14,0,2,0
21,34866.75,737,3,1,0,0
59,53755.26,699,13,1,1,0
38,44936.2,705,12,0,1,0
32,38378.5,788,0,1,0,0
36,40862.38,772,5,0,1,0
22,32957.77,702,13,1,1,0
57,44805.24,850,16,0,1,0
35,85528.74,629,11,0,1,0
56,23004.16,585,6,0,1,0
40,58293.14,679,3,0,1,0
57,97738.06,650,10,2,0,1
43,44730.3,482,5,1,1,1
50,37630.19,627,6,0,0,0
48,77817.04,707,6,2,2,0
47,29968.11,675,12,1,2,0
44,48467.77,617,17,1,0,0
37,29146.15,683,13,0,1,0
62,19243.9,689,8,2,1,0
29,45433.63,737,3,0,1,0
40,26063.8,628,11,2,0,0
40,48735.59,749,16,0,1,0
44,85606.36,592,13,1,0,1
34,123887.32,639,9,0,2,0
43,51367.69,815,5,0,0,0
37,81601.91,598,9,0,0,0
21,59843.09,627,13,0,1,0
40,40475.14,579,9,0,0,0
26,18724.94,613,7,1,0,0
19,110552.54,691,4,0,1,0
41,29011.54,736,20,0,0,1
45,97869.03,678,3,0,0,1
46,64113.09,654,3,1,1,1
46,30091.37,580,8,2,0,1
18,57296.75,621,6,0,0,0
23,142408.58,556,13,3,0,1
63,105643.58,738,13,3,0,0
27,37935.53,744,1,0,1,1
47,34338.06,676,4,1,0,0
31,51539.51,715,3,2,2,0
40,45127.32,750,11,1,0,0
32,89310.0,688,10,1,2,0
46,70954.53,791,6,0,0,0
41,21033.66,598,9,0,1,1
34,61656.73,652,2,0,1,0
27,44822.01,642,4,0,0,0
43,49938.83,731,1,1,0,0
25,55518.5,565,8,1,1,0
45,89264.98,795,8,0,0,0
71,79929.2,724,3,0,0,0
56,33695.81,820,10,0,1,0
48,47605.04,676,13,2,1,0
38,39172.85,635,2,1,1,0
18,21143.27,732,6,1,1,1
24,46412.07,762,10,0,1,0
55,123300.19,622,7,1,1,0
30,20826.43,520,1,2,1,1
31,48434.57,533,5,1,0,1
38,47663.96,700,5,1,0,0
27,56605.86,803,7,1,1,0
25,30291.96,575,7,0,1,0
39,24039.29,658,15,0,0,0
29,24604.91,652,6,0,1,0
31,95365.0,833,0,0,0,0
30,29991.13,850,8,0,1,0
46,38185.8,713,16,1,0,0
37,140409.2,751,7,0,1,0
37,33957.74,749,5,0,2,0
47,58174.35,577,6,2,1,1
38,83441.9,735,10,0,1,0
36,81459.41,598,6,0,0,0
45,25190.24,666,0,0,0,0
48,34314.52,771,4,1,2,0
38,57021.4,686,7,0,2,0
40,128606.0,768,10,1,1,0
30,33498.12,783,5,0,2,0
29,38299.55,539,6,2,0,1
49,60463.02,505,8,0,1,0
45,66824.77,772,4,0,0,0
45,68880.4,776,7,1,1,0
43,32106.77,700,10,2,1,0
40,37570.56,711,2,0,1,0
48,54597.89,751,9,0,0,1
51,92148.41,749,2,1,2,0
50,43510.52,655,2,1,1,0
38,48477.21,756,4,0,2,0
56,29349.65,652,14,1,0,0
42,124444.29,699,0,1,0,0
